shooter,target,shell,effect,distance_m,side,height_m,offset_m,first_surface,first_result,damage_events,crew_alive,modules,terminal
us_m36_m4a1_1945,us_m4a3_75w_vvss_1944,us_m36_m4a1_1945_m82_m3_2800,internal_burst,1000.0,rear,2.1,-0.45,turret_wall_8,penetrated,13,4,,internal_burst
us_m36_m4a1_1945,us_m4a3_75w_vvss_1944,us_m36_m4a1_1945_m82_m3_2800,internal_burst,1000.0,rear,2.1,0.45,turret_wall_6,penetrated,3,3,,internal_burst
us_m36_m4a1_1945,us_m4a3_75w_vvss_1944,us_m36_m4a1_1945_m82_m3_2800,internal_burst,1000.0,left,1.2,-0.45,hull_1_7,penetrated,2,5,track_left;track_right,internal_burst
us_m36_m4a1_1945,us_m4a3_75w_vvss_1944,us_m36_m4a1_1945_m82_m3_2800,internal_burst,1000.0,left,1.2,0.45,hull_1_6,penetrated,7,5,engine;transmission;fuel;ammo_floor_right;turret_drive;track_left;track_right,internal_burst
us_m36_m4a1_1945,us_m4a3_75w_vvss_1944,us_m36_m4a1_1945_m82_m3_2800,internal_burst,1000.0,left,2.1,-0.45,turret_wall_12,penetrated,2,4,breech,internal_burst
us_m36_m4a1_1945,us_m4a3_75w_vvss_1944,us_m36_m4a1_1945_m82_m3_2800,internal_burst,1000.0,left,2.1,0.45,turret_wall_10,penetrated,4,5,ammo_ready,internal_burst
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,100.0,front,1.2,-0.45,hull_1_1,penetrated,2,4,engine,expired_distance
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,100.0,front,1.2,0.45,hull_1_0,penetrated,2,4,engine,expired_distance
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,100.0,front,2.1,-0.45,mantlet_1,penetrated,0,5,,armor_stopped
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,100.0,front,2.1,0.45,mantlet_3,penetrated,1,4,,armor_stopped
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,100.0,right,1.2,-0.45,hull_1_3,penetrated,0,5,,expired_distance
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,100.0,right,1.2,0.45,hull_1_2,penetrated,0,5,,expired_distance
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,100.0,right,2.1,-0.45,turret_wall_3,penetrated,0,5,,expired_distance
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,100.0,right,2.1,0.45,turret_wall_2,penetrated,0,5,,expired_distance
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,100.0,rear,1.2,-0.45,hull_1_5,penetrated,2,4,engine,expired_distance
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,100.0,rear,1.2,0.45,hull_1_4,penetrated,2,4,engine,expired_distance
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,100.0,rear,2.1,-0.45,turret_wall_4,penetrated,1,4,,armor_stopped
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,100.0,rear,2.1,0.45,turret_wall_4,penetrated,0,5,,armor_stopped
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,100.0,left,1.2,-0.45,hull_1_7,penetrated,0,5,,expired_distance
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,100.0,left,1.2,0.45,hull_1_6,penetrated,0,5,,expired_distance
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,100.0,left,2.1,-0.45,turret_wall_6,penetrated,0,5,,expired_distance
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,100.0,left,2.1,0.45,turret_wall_5,penetrated,0,5,,expired_distance
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,500.0,front,1.2,-0.45,hull_1_1,penetrated,2,4,engine,expired_distance
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,500.0,front,1.2,0.45,hull_1_0,penetrated,2,4,engine,expired_distance
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,500.0,front,2.1,-0.45,mantlet_1,penetrated,0,5,,armor_stopped
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,500.0,front,2.1,0.45,mantlet_3,penetrated,1,4,,armor_stopped
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,500.0,right,1.2,-0.45,hull_1_3,penetrated,0,5,,expired_distance
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,500.0,right,1.2,0.45,hull_1_2,penetrated,0,5,,expired_distance
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,500.0,right,2.1,-0.45,turret_wall_3,penetrated,0,5,,expired_distance
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,500.0,right,2.1,0.45,turret_wall_2,penetrated,0,5,,expired_distance
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,500.0,rear,1.2,-0.45,hull_1_5,penetrated,2,4,engine,expired_distance
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,500.0,rear,1.2,0.45,hull_1_4,penetrated,2,4,engine,expired_distance
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,500.0,rear,2.1,-0.45,turret_wall_4,penetrated,1,4,,armor_stopped
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,500.0,rear,2.1,0.45,turret_wall_4,penetrated,0,5,,armor_stopped
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,500.0,left,1.2,-0.45,hull_1_7,penetrated,0,5,,expired_distance
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,500.0,left,1.2,0.45,hull_1_6,penetrated,0,5,,expired_distance
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,500.0,left,2.1,-0.45,turret_wall_6,penetrated,0,5,,expired_distance
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,500.0,left,2.1,0.45,turret_wall_5,penetrated,0,5,,expired_distance
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,1000.0,front,1.2,-0.45,hull_1_1,penetrated,2,4,engine,armor_stopped
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,1000.0,front,1.2,0.45,hull_1_0,penetrated,2,4,engine,armor_stopped
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,1000.0,front,2.1,-0.45,mantlet_1,penetrated,0,5,,armor_stopped
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,1000.0,front,2.1,0.45,mantlet_3,penetrated,0,5,,armor_stopped
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,1000.0,right,1.2,-0.45,hull_1_3,penetrated,0,5,,expired_distance
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,1000.0,right,1.2,0.45,hull_1_2,penetrated,0,5,,expired_distance
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,1000.0,right,2.1,-0.45,turret_wall_3,penetrated,0,5,,expired_distance
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,1000.0,right,2.1,0.45,turret_wall_2,penetrated,0,5,,expired_distance
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,1000.0,rear,1.2,-0.45,hull_1_5,penetrated,2,4,engine,armor_stopped
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,1000.0,rear,1.2,0.45,hull_1_4,penetrated,2,4,engine,armor_stopped
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,1000.0,rear,2.1,-0.45,turret_wall_4,penetrated,1,4,,armor_stopped
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,1000.0,rear,2.1,0.45,turret_wall_4,penetrated,0,5,,armor_stopped
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,1000.0,left,1.2,-0.45,hull_1_7,penetrated,0,5,,expired_distance
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,1000.0,left,1.2,0.45,hull_1_6,penetrated,0,5,,expired_distance
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,1000.0,left,2.1,-0.45,turret_wall_6,penetrated,0,5,,expired_distance
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_shell,kinetic,1000.0,left,2.1,0.45,turret_wall_5,penetrated,0,5,,expired_distance
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,100.0,front,1.2,-0.45,hull_1_1,penetrated,15,4,transmission;turret_drive,internal_burst
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,100.0,front,1.2,0.45,hull_1_0,penetrated,13,4,,internal_burst
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,100.0,front,2.1,-0.45,mantlet_1,penetrated,1,5,breech,internal_burst
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,100.0,front,2.1,0.45,mantlet_3,penetrated,2,4,,internal_burst
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,100.0,right,1.2,-0.45,hull_1_3,penetrated,3,5,transmission;ammo_floor_right,internal_burst
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,100.0,right,1.2,0.45,hull_1_2,penetrated,2,5,transmission;turret_drive,internal_burst
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,100.0,right,2.1,-0.45,turret_wall_3,penetrated,1,4,,internal_burst
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,100.0,right,2.1,0.45,turret_wall_2,penetrated,2,5,breech,internal_burst
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,100.0,rear,1.2,-0.45,hull_1_5,penetrated,14,5,engine;fuel,internal_burst
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,100.0,rear,1.2,0.45,hull_1_4,penetrated,14,5,engine;ammo_floor_left,internal_burst
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,100.0,rear,2.1,-0.45,turret_wall_4,penetrated,3,3,,internal_burst
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,100.0,rear,2.1,0.45,turret_wall_4,penetrated,1,5,breech,internal_burst
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,100.0,left,1.2,-0.45,hull_1_7,penetrated,1,4,,internal_burst
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,100.0,left,1.2,0.45,hull_1_6,penetrated,5,4,transmission;ammo_floor_right;turret_drive,internal_burst
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,100.0,left,2.1,-0.45,turret_wall_6,penetrated,2,5,breech,internal_burst
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,100.0,left,2.1,0.45,turret_wall_5,penetrated,2,4,breech,internal_burst
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,500.0,front,1.2,-0.45,hull_1_1,penetrated,15,4,transmission;turret_drive,internal_burst
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,500.0,front,1.2,0.45,hull_1_0,penetrated,13,4,,internal_burst
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,500.0,front,2.1,-0.45,mantlet_1,penetrated,1,5,breech,internal_burst
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,500.0,front,2.1,0.45,mantlet_3,penetrated,2,4,,internal_burst
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,500.0,right,1.2,-0.45,hull_1_3,penetrated,3,5,transmission;ammo_floor_right,internal_burst
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,500.0,right,1.2,0.45,hull_1_2,penetrated,2,5,transmission;turret_drive,internal_burst
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,500.0,right,2.1,-0.45,turret_wall_3,penetrated,1,4,,internal_burst
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,500.0,right,2.1,0.45,turret_wall_2,penetrated,2,5,breech,internal_burst
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,500.0,rear,1.2,-0.45,hull_1_5,penetrated,14,5,engine;fuel,internal_burst
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,500.0,rear,1.2,0.45,hull_1_4,penetrated,14,5,engine;ammo_floor_left,internal_burst
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,500.0,rear,2.1,-0.45,turret_wall_4,penetrated,3,3,,internal_burst
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,500.0,rear,2.1,0.45,turret_wall_4,penetrated,1,5,breech,internal_burst
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,500.0,left,1.2,-0.45,hull_1_7,penetrated,1,4,,internal_burst
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,500.0,left,1.2,0.45,hull_1_6,penetrated,5,4,transmission;ammo_floor_right;turret_drive,internal_burst
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,500.0,left,2.1,-0.45,turret_wall_6,penetrated,2,5,breech,internal_burst
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,500.0,left,2.1,0.45,turret_wall_5,penetrated,2,4,breech,internal_burst
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,1000.0,front,1.2,-0.45,hull_1_1,penetrated,15,4,transmission;turret_drive,internal_burst
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,1000.0,front,1.2,0.45,hull_1_0,penetrated,13,4,,internal_burst
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,1000.0,front,2.1,-0.45,mantlet_1,penetrated,0,5,,armor_stopped
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,1000.0,front,2.1,0.45,mantlet_3,penetrated,0,5,,armor_stopped
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,1000.0,right,1.2,-0.45,hull_1_3,penetrated,3,5,transmission;ammo_floor_right,internal_burst
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,1000.0,right,1.2,0.45,hull_1_2,penetrated,2,5,transmission;turret_drive,internal_burst
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,1000.0,right,2.1,-0.45,turret_wall_3,penetrated,1,4,,internal_burst
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,1000.0,right,2.1,0.45,turret_wall_2,penetrated,2,5,breech,internal_burst
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,1000.0,rear,1.2,-0.45,hull_1_5,penetrated,14,5,engine;fuel,internal_burst
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,1000.0,rear,1.2,0.45,hull_1_4,penetrated,14,5,engine;ammo_floor_left,internal_burst
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,1000.0,rear,2.1,-0.45,turret_wall_4,penetrated,3,3,,internal_burst
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,1000.0,rear,2.1,0.45,turret_wall_4,penetrated,1,5,breech,internal_burst
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,1000.0,left,1.2,-0.45,hull_1_7,penetrated,1,4,,internal_burst
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,1000.0,left,1.2,0.45,hull_1_6,penetrated,5,4,transmission;ammo_floor_right;turret_drive,internal_burst
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,1000.0,left,2.1,-0.45,turret_wall_6,penetrated,2,5,breech,internal_burst
us_m4a3_75w_vvss_1944,us_m24_m6_t85e1_1951,us_m4a3_75w_vvss_1944_m61_m3,internal_burst,1000.0,left,2.1,0.45,turret_wall_5,penetrated,2,4,breech,internal_burst
us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951_m72_m6,kinetic,100.0,front,1.2,-0.45,hull_1_1,penetrated,2,4,engine,expired_distance
us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951_m72_m6,kinetic,100.0,front,1.2,0.45,hull_1_0,penetrated,2,4,engine,expired_distance
us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951_m72_m6,kinetic,100.0,front,2.1,-0.45,mantlet_1,penetrated,0,5,,armor_stopped
us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951_m72_m6,kinetic,100.0,front,2.1,0.45,mantlet_3,penetrated,1,4,,armor_stopped
us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951_m72_m6,kinetic,100.0,right,1.2,-0.45,hull_1_3,penetrated,0,5,,expired_distance
us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951_m72_m6,kinetic,100.0,right,1.2,0.45,hull_1_2,penetrated,0,5,,expired_distance
us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951_m72_m6,kinetic,100.0,right,2.1,-0.45,turret_wall_3,penetrated,0,5,,expired_distance
us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951_m72_m6,kinetic,100.0,right,2.1,0.45,turret_wall_2,penetrated,0,5,,expired_distance
us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951_m72_m6,kinetic,100.0,rear,1.2,-0.45,hull_1_5,penetrated,2,4,engine,expired_distance
us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951_m72_m6,kinetic,100.0,rear,1.2,0.45,hull_1_4,penetrated,2,4,engine,expired_distance
us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951_m72_m6,kinetic,100.0,rear,2.1,-0.45,turret_wall_4,penetrated,1,4,,armor_stopped
us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951_m72_m6,kinetic,100.0,rear,2.1,0.45,turret_wall_4,penetrated,0,5,,armor_stopped
us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951_m72_m6,kinetic,100.0,left,1.2,-0.45,hull_1_7,penetrated,0,5,,expired_distance
us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951_m72_m6,kinetic,100.0,left,1.2,0.45,hull_1_6,penetrated,0,5,,expired_distance
us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951_m72_m6,kinetic,100.0,left,2.1,-0.45,turret_wall_6,penetrated,0,5,,expired_distance
us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951_m72_m6,kinetic,100.0,left,2.1,0.45,turret_wall_5,penetrated,0,5,,expired_distance
us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951_m72_m6,kinetic,500.0,front,1.2,-0.45,hull_1_1,penetrated,2,4,engine,expired_distance
us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951_m72_m6,kinetic,500.0,front,1.2,0.45,hull_1_0,penetrated,2,4,engine,expired_distance
us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951_m72_m6,kinetic,500.0,front,2.1,-0.45,mantlet_1,penetrated,0,5,,armor_stopped
us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951_m72_m6,kinetic,500.0,front,2.1,0.45,mantlet_3,penetrated,1,4,,armor_stopped
us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951_m72_m6,kinetic,500.0,right,1.2,-0.45,hull_1_3,penetrated,0,5,,expired_distance
us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951_m72_m6,kinetic,500.0,right,1.2,0.45,hull_1_2,penetrated,0,5,,expired_distance
us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951_m72_m6,kinetic,500.0,right,2.1,-0.45,turret_wall_3,penetrated,0,5,,expired_distance
us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951_m72_m6,kinetic,500.0,right,2.1,0.45,turret_wall_2,penetrated,0,5,,expired_distance
us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951_m72_m6,kinetic,500.0,rear,1.2,-0.45,hull_1_5,penetrated,2,4,engine,expired_distance
us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951_m72_m6,kinetic,500.0,rear,1.2,0.45,hull_1_4,penetrated,2,4,engine,expired_distance
us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951_m72_m6,kinetic,500.0,rear,2.1,-0.45,turret_wall_4,penetrated,1,4,,armor_stopped
us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951_m72_m6,kinetic,500.0,rear,2.1,0.45,turret_wall_4,penetrated,0,5,,armor_stopped
us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951_m72_m6,kinetic,500.0,left,1.2,-0.45,hull_1_7,penetrated,0,5,,expired_distance
us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951_m72_m6,kinetic,500.0,left,1.2,0.45,hull_1_6,penetrated,0,5,,expired_distance
us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951_m72_m6,kinetic,500.0,left,2.1,-0.45,turret_wall_6,penetrated,0,5,,expired_distance
us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951_m72_m6,kinetic,500.0,left,2.1,0.45,turret_wall_5,penetrated,0,5,,expired_distance
us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951_m72_m6,kinetic,1000.0,front,1.2,-0.45,hull_1_1,penetrated,2,4,engine,armor_stopped
us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951_m72_m6,kinetic,1000.0,front,1.2,0.45,hull_1_0,penetrated,2,4,engine,armor_stopped
us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951_m72_m6,kinetic,1000.0,front,2.1,-0.45,mantlet_1,penetrated,0,5,,armor_stopped
us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951,us_m24_m6_t85e1_1951_m72_m6,kinetic,1000.0,front,2.1,0.45,mantlet_3,penetrated,0,5,,armor_stopped
